phi,O2_molecules,CPT_frac,N2_frac,O2_frac,H2(2),H2O(5),O2(6),N2,HO2(8),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),CPT(563),C5H8O(825),C6H6(970),OH(4),C5H8(522)
0.6,0.61116,0.005,0.9325,0.0625,484.72257063010466,7534.20498300553,53422.370604177566,927421.5020642004,6.419870412249846,4114.17718392648,988.3304454130982,184.5598456838356,23.448811593067198,1168.903872018375,39.5076120904671,154.66153265048445,19.905240704445056,7.964908378101116,89.58458992508251,1115.5915128743989,49.78869165821146,1.4917656805813804,0.0032414454341304997,561.9251527702337
0.55,0.66697,0.005,0.926818182,0.068181818,449.91562357499646,7544.465368498914,59127.11135939127,921911.7420368058,6.512013911096957,3986.940608909158,968.6684228614009,170.76369138032436,21.782798447437507,1110.3731852031906,36.48907120356292,146.12444366940483,19.62803012879314,7.165249950880209,91.6922239996478,1112.4210306971036,50.9617823657007,1.3815291168030879,0.0032551966885447556,571.9082188669278
0.5,0.73349,0.005,0.92,0.075,414.1065042948799,7547.719695684702,65979.73602204594,915282.2525834015,6.601281433769656,3847.356749143005,942.9315902394111,156.55761851200418,20.10344596508563,1047.1986510736788,33.451288757460304,137.38845875047983,19.30331627593964,6.3817235005235595,93.94102591390504,1109.9336265849433,52.183771509743075,1.2697730787651966,0.0032663219467014056,582.4101462970646
0.45,0.81519,0.005,0.911666667,0.083333333,377.32521048242074,7543.175569143344,74359.73157516829,907156.5100457047,6.687309337779439,3694.3023903515527,910.3286585025623,141.9378197885591,18.411769230207423,978.8863418148862,30.39367071147588,128.44250984600797,18.92445410438253,5.615202044990844,96.334227320505,1108.1502724828736,53.45637618743329,1.1561469140336416,0.00327471071947734,593.4474235423453
0.4,0.91709,0.005,0.90125,0.09375,339.59213450418946,7529.692751300775,84836.05441500965,896969.4666035987,6.769643920582798,3526.2435169163546,869.9194565399806,126.89453404014382,16.707307348291323,904.8598793314217,27.315669953013234,119.26965435729517,18.48497021230536,4.866933380237046,98.8749875347861,1107.126828372142,54.782417854561125,1.0401904374249762,0.0032801230077841876,605.0443381181051
0.35,1.0482,0.005,0.887857143,0.107142857,300.91702896170665,7505.615858472518,98302.3054899103,883832.7270127594,6.847724653802525,3341.081698464923,820.5792463380457,111.41148608449156,14.987505538474705,824.4473813785394,24.216758687312755,109.84365497598299,17.9788220227712,4.138625059028947,101.56572677511012,1106.9730211487354,56.1664924375303,0.9213051905848266,0.0032821119817421627,617.2346188660478
0.31,1.18334,0.005,0.874032258,0.120967742,269.29823388279755,7477.125235068133,112196.10260684468,870236.1380662764,6.906683044977027,3178.7351959357034,773.7789855681028,98.69361852226687,13.596969261667205,754.9998684964022,21.722179347300212,102.09360150936033,17.5222237868678,3.5718427854073007,103.82625613025601,1107.6027475976489,57.3203473166009,0.8235768564133374,0.0032807316891322524,627.4421186639578
0.28,1.31012,0.005,0.861071429,0.133928571,245.1851335384536,7449.251529921925,125214.45035608228,857463.2932585048,6.948620319081777,3047.435242723775,733.8827120221421,88.95355468073066,12.54242441047638,699.6375201161172,19.841975933479812,96.13902825142287,17.147896374608234,3.1569318401646855,105.58254799503986,1108.6129347962244,58.21639917529634,0.7484394101249778,0.003277570588693806,635.3772711591042
0.25,1.46734,0.005,0.845,0.15,220.72650564444484,7414.704886309582,141347.913498175,841597.4080921906,6.98845479969483,2906.8236554827718,689.4552158470065,79.03542980311389,11.47458607046849,641.2399353458952,17.953566239318203,90.04222226030915,16.744866990684795,2.751522444687497,107.38643069011901,1110.1872579715434,59.142051235618794,0.6714626726856193,0.0032721791682197043,643.5570565100195
0.23,1.59493,0.005,0.831956522,0.163043478,204.2270706200161,7387.33088912039,154434.74299257042,828702.6849065734,7.013808889898672,2807.2962452063284,657.1172523605526,72.32329395159408,10.753287964302858,600.5165612925956,16.689903811102802,85.8863050547058,16.459391065371044,2.4869213695189583,108.61104018331704,1111.6119732903962,59.77736373404988,0.6189956567362963,0.0032671018922081855,649.1427790930765
0.2,1.83417,0.005,0.8075,0.1875,179.18524628356798,7338.514474385602,178957.71162960227,804491.0729440218,7.050096638239669,2648.2226781474415,604.2138404573766,62.107290466813616,9.653188812486182,536.5848854730875,14.78697788881317,79.49028321522403,16.00386259102688,2.0991887366746367,110.46768625242058,1114.4335153603442,60.76047796518471,0.5383748525011792,0.003256781477519326,657.6960507827605
0.19,1.93071,0.005,0.797631579,0.197368421,170.75970253421147,7319.862250644362,188848.115225726,794711.2464669284,7.061775566956532,2592.334081104257,585.3436252848398,58.6642098422853,9.280629815666831,514.484588224424,14.150593933614093,77.30853812772591,15.844023720868323,1.9725354413047111,111.08719832290441,1115.5868114739073,61.096727758915655,0.5109520463324325,0.0032525008316190217,660.5827418084295
0.17,2.15785,0.005,0.774411765,0.220588235,153.79138489400972,7278.40288591214,212110.29751009823,771681.4402617968,7.08466919409293,2475.824988692304,545.6599633849465,51.726730805043836,8.524847290091474,469.0579034359465,12.874529415866679,72.85793531259446,15.510564160834392,1.7233571438869069,112.31554016910269,1118.2674820509226,61.78246889233754,0.4552372243139712,0.003242461787725009,666.377581128541
0.15,2.44557,0.005,0.745,0.25,136.66784909466148,7230.571191001843,241559.79033859304,742480.5918627132,7.10730207121961,2352.4582725591154,503.3016621523303,44.73187644087857,7.752297748702028,421.96038551639384,11.593800532949567,68.27298314380882,15.155298684022037,1.479988574297452,113.50754700694532,1121.520396656783,62.48540554249795,0.39833843397439617,0.003230159952537184,672.1341503028304
0.13,2.75147,0.005,0.706538462,0.288461538,119.3918145738924,7175.078021516597,280049.48152370227,704257.5619229027,7.130452308919069,2221.504233866066,458.2035625101605,37.70195079059718,6.9593588625016665,373.16853487454125,10.307992763158257,63.52520256001465,14.771317505645778,1.2428581189608319,114.61897387191473,1125.4495082295084,63.20280805597066,0.34027881837819124,0.0032151751222425523,677.7103307066325
0.11,3.33486,0.005,0.654090909,0.340909091,101.96825970460765,7110.096345144564,332506.6663120113,652087.0353799794,7.155629836267149,2082.1504664750223,410.3758469154892,30.676085647886023,6.141724131225089,322.69875130475265,9.016550496598216,58.57466231285558,14.345893550198534,1.0125163089008569,115.5680170898998,1130.1833859497528,63.92691536040389,0.2811920577624606,0.003196969323804926,682.8326368306258
0.1,3.66835,0.005,0.62,0.375,93.2035578108845,7073.213178717329,366590.57854054513,618154.6501285424,7.169824172703935,2009.0474495246388,385.47868938378906,27.18439490800849,5.722134677221131,296.8590157813973,8.368489333627767,56.005901486452586,14.110719297837498,0.900123346259253,115.93656465363404,1132.904623370075,64.28641000860716,0.25135844193277934,0.0031864284862599653,685.0707022561523
