phi,O2_molecules,CPT_frac,N2_frac,O2_frac,H2(2),OH(4),H2O(5),O2(6),N2,HO2(8),CO(12),CO2(13),CH4(33),CH3CHO(41),C2H4(52),C3H6(131),C3H4O(165),C4H6(227),C4H8(253),C5H6(478),C5H8(522),CPT(563),C5H8O(825),C6H6(970)
0.55,0.66697,0.005,0.926818182,0.068181818,450.55533943066354,0.003189423458064215,7461.7784481093095,59196.99427752961,921980.1237623187,6.50690439501928,3942.345791667307,948.6203296154692,166.09632523235845,22.69020759860742,1088.040079177129,35.3900137036623,145.14165906735656,18.998441930267763,7.049863346858968,90.80113919229125,574.0114323902886,1128.4866113517596,51.51757819609335,1.3043341629491392
0.5,0.73349,0.005,0.92,0.075,414.67572474751023,0.0032007556989995163,7465.416666584371,66049.32310070052,915348.5864623209,6.595229950378551,3804.3952737451777,923.3407568020962,152.10720697133385,20.956991130099524,1025.6854960162068,32.46598399414966,136.55510281544352,18.698305006618202,6.302095510082451,93.04217469739606,584.5166785534544,1125.87433342693,52.74489469376174,1.1980178998840514
0.45,0.81519,0.005,0.911666667,0.083333333,377.8551566604056,0.00320992426173592,7461.955989276827,74428.25906320674,907219.9468980622,6.6805788695765305,3653.606485916456,891.4881902241149,137.75810019873438,19.207519451335887,958.4868497762892,29.528500800484718,127.76007005613693,18.3473076287751,5.57125018110439,95.4229748052029,595.5109577869542,1123.8429908522285,54.01727625803857,1.090280770335863
0.4,0.91709,0.005,0.90125,0.09375,340.1138874104079,0.0032168432836736476,7450.449490217061,84902.5623409046,897029.0036632105,6.7625804104439755,3488.55583247178,852.1726992071651,123.0471612117352,17.44135996929972,885.9159612955838,26.576437362000814,118.73786677191694,17.939472396089393,4.8579758910153865,97.94632795682206,607.0054629450177,1122.4123435358936,55.335639898984056,0.9807479561435059
0.35,1.0482,0.005,0.887857143,0.107142857,301.4590610979144,0.00322127543643216,7429.503324287535,98365.57760151367,883887.1850777994,6.8407764237344715,3307.2726450056853,804.3230927077198,107.96610690988395,15.656093798337844,807.3505244626845,23.608109280568375,109.45984761016012,17.469278806621368,4.163035403940901,100.61485586076347,619.0180246556628,1121.6429394786535,56.7020526893744,0.8689160157285871
0.31,1.18334,0.005,0.874032258,0.120967742,269.8725542828783,0.0032227134655253564,7404.586200901433,112255.68769726277,870285.5542834065,6.900229558039145,3148.7491121348085,759.0360659710602,95.62462890383917,14.210639169555748,739.692662895532,21.220004741720185,101.82401108058838,17.04492485055911,3.6208161164367985,102.85523168969611,629.0173352154088,1121.5854336108982,57.832393212747824,0.7773485028935
0.28,1.31012,0.005,0.861071429,0.133928571,245.78893218425208,0.003222294136432002,7380.174931889341,125270.48845170833,857508.2912639629,6.942813792823269,3020.782557978646,720.4762651420485,86.20020170900304,13.11352867517477,685.864887811857,19.419792503177383,95.95113186385053,16.697036735959607,3.222396196366194,104.59648607881451,636.752502038011,1121.9370469406495,58.70398549607372,0.707161771798878
0.25,1.46734,0.005,0.845,0.15,221.35960303528563,0.003220296097581271,7349.912038687963,141399.60832399098,841637.3984712124,6.983555613682708,2883.9320267497487,677.5637058328674,76.6260360340332,12.0020220327376,629.1676831738781,17.610418105830316,89.93113773739081,16.322600587386006,2.831149923942432,106.38765130326382,644.6929266902908,1122.7027899896086,59.598219096356,0.6354297223194111
0.23,1.59493,0.005,0.831956522,0.163043478,204.87667873649426,0.003217904947204513,7325.937359424323,154483.03066481109,828738.9933024879,7.0096634958150155,2787.158119030574,646.3344719814169,70.15805382363341,11.251020786952296,589.6664148293344,16.39827811052014,85.82287274806245,16.057527600125205,2.5743143761647787,107.6068723883142,650.0982854327165,1123.489980967886,60.20819894263149,0.5866209269745933
0.2,1.83417,0.005,0.8075,0.1875,179.84929314524985,0.003212364223941703,7283.211273486171,178999.98697519183,804521.3261939826,7.0472912548622295,2632.588172675512,595.2356287338085,60.327522125071475,10.105461927421098,527.6864640488826,14.56963716454479,79.49141083769617,15.634960020894354,2.194995154883718,109.46476314431371,658.3571477045185,1125.1789620194982,61.14599651778616,0.5117119396797889
0.19,1.93071,0.005,0.797631579,0.197368421,171.42440008785178,0.003209905041987112,7266.900789994345,188888.11057865524,794739.3375324728,7.0594637060871985,2578.299522921859,577.0020222988778,57.01705972557148,9.71748843147725,506.2634643875999,13.956905975143439,77.32896732140347,15.486842451560431,2.070112001922063,110.08865140959485,661.1425105757678,1125.9006185632131,61.46507058924873,0.4862453230769669
0.17,2.15785,0.005,0.774411765,0.220588235,154.44873081769347,0.0032039044898676677,7230.690860904038,212145.24395629164,771704.990202505,7.083386913580198,2465.1357138972667,538.6382601892784,50.348777692903575,8.930417627933632,462.22038562399604,12.725921672315094,72.91301945027179,15.178169091725985,1.8226244124922624,111.33506377001427,666.7386739197427,1127.6231763218045,62.113259959857835,0.4345020851946242
0.15,2.44557,0.005,0.745,0.25,137.30347066116596,0.003196249766888851,7189.027927237932,241588.9035515456,742499.3111720775,7.107048740154632,2345.3072241118593,497.65353753328503,43.624863938739395,8.12582566380541,416.5274262645146,11.486550074039686,68.3567740732233,14.849904052599438,1.5781045189140788,112.56342550012127,672.3192638754908,1129.7705041528322,62.77443483545095,0.38162050186154706
0.13,2.75147,0.005,0.706538462,0.288461538,119.98825743962318,0.0031866658216099146,7140.9345287950455,280071.70521328115,704271.1583182188,7.131111442903749,2218.0976064575034,453.97204864391983,36.861954842690025,7.299810330586757,369.13248598102734,10.237303733425415,63.63116731150157,14.495925694426576,1.3364931582413295,113.74030456028825,677.777214404984,1132.4089102430687,63.44620290152636,0.32756643732270596
0.11,3.33486,0.005,0.654090909,0.340909091,102.50654380663087,0.0031748790375817587,7085.160538632034,332520.38051735447,652095.2101685434,7.1568801767396755,2082.7587983115154,407.59849701248737,30.091550364784943,6.4476017060466315,320.0130266577592,8.976328969733242,58.69660901325389,14.104869794249254,1.0978469416077923,114.80222974550801,682.9026832408493,1135.5987331496776,64.121538919002,0.2723904348074842
0.1,3.66835,0.005,0.62,0.375,93.70624233669095,0.003168085688055031,7053.892071932658,366599.0703338833,618160.0040176408,7.17114522321302,2011.820846085083,383.4458634053108,26.72025471962387,6.009948620762804,294.81536889692813,8.340735528996326,56.13429552262961,13.889241472837028,0.9797333321077497,115.25446646151178,685.2218815666522,1137.412843011631,64.45580207353744,0.24444162380408055
