eq,rate
H(8) + S(1261) = S(1295),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1292) = S(1295),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(956) = S(1295),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2250) = HO2(18) + C5H8(677),"SimpleRate(k=ArrheniusFunction(A=80040560000.0, b=0.563, E=29.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2250) = S(2775),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.27, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H8(677) = S(2252),"SimpleRate(k=ArrheniusFunction(A=420370000.0, b=1.037, E=7.48, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(1927) = S(2252),"SimpleRate(k=ArrheniusFunction(A=23600.0, b=2.41, E=2.52, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2250) = S(2252),"SimpleRate(k=ArrheniusFunction(A=397919.6, b=1.695, E=15.39, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2252) = HO(21) + S(2781),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=3.641, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1305) = S(1264),"SimpleRate(k=ArrheniusFunction(A=127137300.0, b=1.535, E=28.126, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1306) = S(1264),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + S(1288) = S(1306),"SimpleRate(k=ArrheniusFunction(A=54.3214, b=3.009, E=6.589, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1306) = S(1292),"SimpleRate(k=ArrheniusFunction(A=587605.3, b=2.09, E=40.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1305) = S(1306),"SimpleRate(k=ArrheniusFunction(A=11191.61, b=2.139, E=17.426, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H5O(340) = S(1139),"SimpleRate(k=ArrheniusFunction(A=83345.08, b=2.175, E=28.188, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + S(1139) = S(820),"SimpleRate(k=ArrheniusFunction(A=520000000000.0, b=0.0, E=22.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1288) = S(1139),"SimpleRate(k=ArrheniusFunction(A=230045800.0, b=1.61, E=2.627, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1139) = CH3(114) + C2H2O(339),"SimpleRate(k=ArrheniusFunction(A=2977000000.0, b=1.37, E=41.408, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(69) + S(1139) = S(1535),"SimpleRate(k=ArrheniusFunction(A=46462670.0, b=1.52, E=6.566, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + S(1139) = S(1305),"SimpleRate(k=ArrheniusFunction(A=5877670.0, b=1.679, E=9.942, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1139) = S(2798),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1260) = S(1711),"SimpleRate(k=ArrheniusFunction(A=80809410.0, b=1.196, E=33.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(306) = S(2067),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(161) = HO(21) + S(2067),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(949) = S(105),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1723) = S(1717),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1723) = S(943),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H9O(886) = S(2088),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1342) = S(1312),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1342) = S(276),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H4O(267) = S(604),"SimpleRate(k=ArrheniusFunction(A=7500000.0, b=2.16, E=4.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(604) = S(1312),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(276) = S(604),"SimpleRate(k=ArrheniusFunction(A=4823001000.0, b=1.003, E=33.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1043) + C2H3(194) = S(604),"SimpleRate(k=ArrheniusFunction(A=13100.28, b=2.41, E=3.052, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2644) = S(604),"SimpleRate(k=ArrheniusFunction(A=25124290.0, b=1.86, E=7.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1342) = S(604),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=2.805, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = S(1474),"SimpleRate(k=ArrheniusFunction(A=25000.0, b=2.28, E=28.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + C3H3O(475) = C5H7O(375),"SimpleRate(k=ArrheniusFunction(A=1350.0, b=2.7, E=11.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=7713.65, b=2.167, E=6.89, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1559) = C4H5O(759),"SimpleRate(k=ArrheniusFunction(A=1196630000.0, b=0.841, E=31.072, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C2H3(194) = S(1559),"SimpleRate(k=ArrheniusFunction(A=206312.6, b=2.045, E=7.084, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1559) = S(2856),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1045) = S(1073),"SimpleRate(k=ArrheniusFunction(A=1149000000.0, b=1.595, E=4.014, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1073) = C4H6O(491),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1559) = S(1073),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1073) = S(2870),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H5O(193) = S(1332),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1073) = S(1332),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H5O(217) = S(2282),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + S(1073) = S(2282),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(65) = HO(21) + C5H6O(153),"SimpleRate(k=ArrheniusFunction(A=33200000.0, b=1.69, E=38.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(153) = S(1463),"SimpleRate(k=ArrheniusFunction(A=162000000.0, b=1.64, E=2.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(153) = C5H7O(455),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(153) = C5H7O(191),"SimpleRate(k=ArrheniusFunction(A=7824176.0, b=1.936, E=3.04, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(153) = S(1471),"SimpleRate(k=ArrheniusFunction(A=231000000.0, b=1.64, E=-0.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + C3H3O(474) = C5H6O(153),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(17) = HO(21) + C5H6O(28),"SimpleRate(k=ArrheniusFunction(A=4970000000.0, b=1.01, E=38.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(28) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=17784000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(28) = C5H7O(233),"SimpleRate(k=ArrheniusFunction(A=36625.4, b=1.743, E=17.075, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1869) = S(1578),"SimpleRate(k=ArrheniusFunction(A=111300.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1869) = S(2899),"SimpleRate(k=ArrheniusFunction(A=1242490000.0, b=0.717, E=4.178, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(361) = S(813),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1151) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=45023.2, b=1.743, E=11.068, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(574) + C3H5(70) = S(1151),"SimpleRate(k=ArrheniusFunction(A=15980.27, b=2.459, E=11.913, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H8(68) = S(1151),"SimpleRate(k=ArrheniusFunction(A=13491.73, b=2.362, E=20.125, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2251) = HO2(18) + C5H8(677),"SimpleRate(k=ArrheniusFunction(A=2600000000.0, b=1.2, E=34.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2252) = S(2251),"SimpleRate(k=ArrheniusFunction(A=0.01489564, b=3.795, E=22.65, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2775) = S(2778),"SimpleRate(k=ArrheniusFunction(A=1064000.0, b=1.93, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2251) = S(2778),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.059, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2251) = S(2919),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=16.506, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(571) + C3H5(284) = S(2720),"SimpleRate(k=ArrheniusFunction(A=63052600000000.0, b=-0.283, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2252) = HO(21) + S(2720),"SimpleRate(k=ArrheniusFunction(A=71554180.0, b=1.0, E=64.05, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2251) = HO(21) + S(2720),"SimpleRate(k=ArrheniusFunction(A=1195993000.0, b=0.63, E=12.16, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2430) = O2(4) + CH3(114),"SimpleRate(k=ArrheniusFunction(A=109000000000000.0, b=0.25, E=33.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(136) = C5H7O(616),"SimpleRate(k=ArrheniusFunction(A=22760000000.0, b=1.103, E=4.911, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(616) = C5H7O(833),"SimpleRate(k=ArrheniusFunction(A=136000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(69) + C3H5O(340) = C5H7O(616),"SimpleRate(k=ArrheniusFunction(A=13600.0, b=2.41, E=6.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(616) = C5H7O(94),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=8.793, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(616) = C5H7O(455),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(616) = C5H7O(191),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = S(2855),"SimpleRate(k=ArrheniusFunction(A=1127750000.0, b=0.806, E=11.221, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H2O(472) = C3H3O(262),"SimpleRate(k=ArrheniusFunction(A=6817755000.0, b=1.31, E=2.022, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H2O(472) = C3H3O(474),"SimpleRate(k=ArrheniusFunction(A=984128900.0, b=1.422, E=5.487, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(18) + C5H7(11) = S(123),"SimpleRate(k=ArrheniusFunction(A=7264440.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O2(65) = S(123),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1463) = S(1475),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C4H7(1166) = S(1475),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1475) = C5H9O(886),"SimpleRate(k=ArrheniusFunction(A=4769551.0, b=1.945, E=-0.579, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1474) = S(1475),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1471) = S(1475),"SimpleRate(k=ArrheniusFunction(A=18033200000000.0, b=0.128, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H3O(474) = S(1475),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(114) + S(1073) = S(1475),"SimpleRate(k=ArrheniusFunction(A=62865400000000.0, b=-0.212, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C4H7(1164) = S(1978),"SimpleRate(k=ArrheniusFunction(A=7264440.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1978) = S(1983),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1978) = HO2(18) + C4H6(1976),"SimpleRate(k=ArrheniusFunction(A=3630000000.0, b=1.11, E=42.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(94) = S(1462),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=36.691, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(1462) = S(2253),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(950) = S(105),"SimpleRate(k=ArrheniusFunction(A=380.8339, b=3.181, E=29.227, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(950) = S(835),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(951) = S(950),"SimpleRate(k=ArrheniusFunction(A=456178400.0, b=1.253, E=39.596, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(949) = S(950),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5O(280) = S(2117),"SimpleRate(k=ArrheniusFunction(A=308.4553, b=2.701, E=11.741, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2117) = S(1150),"SimpleRate(k=ArrheniusFunction(A=2300.0, b=1.98, E=10.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2117) = S(950),"SimpleRate(k=ArrheniusFunction(A=160000000000.0, b=0.27, E=3.588, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(463) = C5H7O2(27),"SimpleRate(k=ArrheniusFunction(A=3.85776e+17, b=-1.461, E=22.779, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(553) = S(462),"SimpleRate(k=ArrheniusFunction(A=52878400000.0, b=0.33, E=23.364, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H4O(267) = S(553),"SimpleRate(k=ArrheniusFunction(A=220204500.0, b=1.265, E=54.331, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(553) = S(463),"SimpleRate(k=ArrheniusFunction(A=18734200.0, b=1.004, E=18.85, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(571) + C3H3(38) = C5H6O(650),"SimpleRate(k=ArrheniusFunction(A=63052600000000.0, b=-0.283, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(696) = HO(21) + C5H6O(650),"SimpleRate(k=ArrheniusFunction(A=1221065000.0, b=1.12, E=37.66, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6O(650) = S(652),"SimpleRate(k=ArrheniusFunction(A=986500.0, b=2.037, E=-1.433, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1736) = C5H7O(455),"SimpleRate(k=ArrheniusFunction(A=1453883.0, b=1.705, E=21.325, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1736) = S(1471),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5(284) = S(1736),"SimpleRate(k=ArrheniusFunction(A=206312.6, b=2.045, E=7.084, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(2786) = S(2781),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1736) = S(2786),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=29.212, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C2H3O(571) = S(648),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(316) = S(425),"SimpleRate(k=ArrheniusFunction(A=14338110.0, b=1.705, E=37.772, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(425) = S(315),"SimpleRate(k=ArrheniusFunction(A=1110000.0, b=1.78, E=27.18, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1551) = S(425),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(194) + S(477) = S(425),"SimpleRate(k=ArrheniusFunction(A=14540.74, b=2.409, E=-0.597, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(425) = S(3031),"SimpleRate(k=ArrheniusFunction(A=285650000.0, b=1.209, E=28.892, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(425) = S(3029),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=16.88, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(315) = S(1548),"SimpleRate(k=ArrheniusFunction(A=587605.3, b=2.09, E=40.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1551) = S(1548),"SimpleRate(k=ArrheniusFunction(A=18460000000.0, b=0.74, E=34.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(425) = S(1548),"SimpleRate(k=ArrheniusFunction(A=6927994.0, b=1.708, E=27.35, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
