eq,rate
S(341) = S(353),"SimpleRate(k=ArrheniusFunction(A=2220000.0, b=1.78, E=27.18, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(433) = C5H7(387),"SimpleRate(k=ArrheniusFunction(A=33416400.0, b=1.415, E=36.592, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7(433) = C5H8O(499),"SimpleRate(k=ArrheniusFunction(A=154000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7(433) = C5H8(498),"SimpleRate(k=ArrheniusFunction(A=32519600000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7(433) = S(497),"SimpleRate(k=ArrheniusFunction(A=5925520000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(433) = C5H7(493),"SimpleRate(k=ArrheniusFunction(A=6.95187e+18, b=-1.628, E=30.722, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(189) = S(336),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(462) = C5H7O2(27),"SimpleRate(k=ArrheniusFunction(A=1.33004e+45, b=-9.376, E=41.828, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(552) = S(462),"SimpleRate(k=ArrheniusFunction(A=45023.2, b=1.743, E=49.998, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H3(38) = C5H6O(325),"SimpleRate(k=ArrheniusFunction(A=31042700000000.0, b=-0.214, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(258) = HO(21) + C3H4O(267),"SimpleRate(k=ArrheniusFunction(A=2241288000.0, b=1.862, E=2.781, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H4O(267) = S(341),"SimpleRate(k=ArrheniusFunction(A=10905.84, b=2.41, E=7.713, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H3O(262) = C3H4O(267),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H4O(267) = S(552),"SimpleRate(k=ArrheniusFunction(A=54.3214, b=3.009, E=6.589, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(42) = HO(21) + C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=2440000000.0, b=1.17, E=39.66, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(138) = HO(21) + C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=2154272000.0, b=1.068, E=47.277, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) + C3H3(38) = C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=246571000000000.0, b=-0.462, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C2H3O(348) = S(576),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(576) + C3H3(38) = HO(21) + C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=12994.62, b=2.41, E=7.722, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(576) + C3H3(38) = HO(21) + C5H6O(325),"SimpleRate(k=ArrheniusFunction(A=83.35275, b=2.78, E=10.318, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C2H3O(348) = S(575),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H3O(348) = C2H4O(573),"SimpleRate(k=ArrheniusFunction(A=78286700000000.0, b=0.063, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(576) = HO(21) + C2H4O(573),"SimpleRate(k=ArrheniusFunction(A=6670000000000.0, b=0.1, E=1.544, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(348) = C2H3O(571),"SimpleRate(k=ArrheniusFunction(A=17481.16, b=2.561, E=33.816, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H3O(571) = C2H4O(573),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + HO(21) = OO(103),"SimpleRate(k=ArrheniusFunction(A=7850000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + HO2(18) = OO(103),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(6) = C5H7(40),"SimpleRate(k=ArrheniusFunction(A=25000.0, b=2.28, E=28.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7(40) = C#CCCC(47),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7(40) = S(676),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7(40) = S(675),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(11) = C5H7(62),"SimpleRate(k=ArrheniusFunction(A=1320000.0, b=1.623, E=44.071, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7(40) = C5H7(62),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(42) = S(135),"SimpleRate(k=ArrheniusFunction(A=18734200.0, b=1.004, E=18.467, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(135) = S(703),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(703) = S(708),"SimpleRate(k=ArrheniusFunction(A=15940.8, b=2.28, E=10.72, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(711) = S(708),"SimpleRate(k=ArrheniusFunction(A=63200000000.0, b=0.35, E=7.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7(6) = C5H8O(91),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(703) = S(706),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=12.073, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(711) = S(716),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=9.507, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(737) = S(716),"SimpleRate(k=ArrheniusFunction(A=99000000000.0, b=0.06, E=64.442, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH2O(748) + C4H5O(749) = S(737),"SimpleRate(k=ArrheniusFunction(A=54.3214, b=3.009, E=6.589, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6(36) = C5H7(6),"SimpleRate(k=ArrheniusFunction(A=301000000.0, b=1.6, E=2.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6(36) = C5H7(14),"SimpleRate(k=ArrheniusFunction(A=22760000000.0, b=1.103, E=4.911, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O2(42) = HO2(18) + C5H6(36),"SimpleRate(k=ArrheniusFunction(A=95800000.0, b=1.46, E=29.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6(36) = C5H7(64),"SimpleRate(k=ArrheniusFunction(A=125500000000.0, b=1.005, E=3.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H5O(749) = S(766),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C4H5O(749) = S(765),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(361) = S(337),"SimpleRate(k=ArrheniusFunction(A=0.00228, b=3.95, E=11.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(357) = S(337),"SimpleRate(k=ArrheniusFunction(A=27066.9, b=1.624, E=7.295, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(357) = S(816),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=8.792, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(22) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(96) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=4638464000.0, b=0.824, E=26.37, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(96) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=4638464000.0, b=0.824, E=26.37, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(96) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=4638464000.0, b=0.824, E=26.37, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(96) = C5H7O(95),"SimpleRate(k=ArrheniusFunction(A=16098450000.0, b=0.8, E=32.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(833) = C5H7O(96),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.157, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C2H4(37) = C2H5O(259),"SimpleRate(k=ArrheniusFunction(A=5420000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5O(259) + C3H3(38) = C5H8O(91),"SimpleRate(k=ArrheniusFunction(A=246571000000000.0, b=-0.462, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(112) + C3H3(38) = C#CCCC(47),"SimpleRate(k=ArrheniusFunction(A=246571000000000.0, b=-0.462, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H4(37) = C2H5(112),"SimpleRate(k=ArrheniusFunction(A=462000000.0, b=1.64, E=1.01, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H5O(259) = CCO(839),"SimpleRate(k=ArrheniusFunction(A=78286700000000.0, b=0.063, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C2H5(112) = CCO(839),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H5(112) = CC(864),"SimpleRate(k=ArrheniusFunction(A=100000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(183) = S(106),"SimpleRate(k=ArrheniusFunction(A=120463000.0, b=1.061, E=19.039, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(183) = S(341),"SimpleRate(k=ArrheniusFunction(A=16140.04, b=1.923, E=20.263, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(353) = S(183),"SimpleRate(k=ArrheniusFunction(A=13258680000.0, b=0.723, E=46.133, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(737) = S(750),"SimpleRate(k=ArrheniusFunction(A=153000.0, b=2.26, E=21.27, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(183) = S(750),"SimpleRate(k=ArrheniusFunction(A=13571600000000.0, b=-0.081, E=20.584, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(676) = S(682),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=2.046, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(311) = S(400),"SimpleRate(k=ArrheniusFunction(A=25000.0, b=2.28, E=28.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(400) = S(401),"SimpleRate(k=ArrheniusFunction(A=1254402.0, b=1.863, E=37.699, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(400) = S(682),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=79.653, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7(64) = S(442),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(442) = S(703),"SimpleRate(k=ArrheniusFunction(A=27066.9, b=1.624, E=13.057, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(442) = S(922),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=13.083, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(816) = S(829),"SimpleRate(k=ArrheniusFunction(A=46663.9, b=1.985, E=19.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6O(22) = S(105),"SimpleRate(k=ArrheniusFunction(A=245301.0, b=2.184, E=-0.02, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(105) = S(944),"SimpleRate(k=ArrheniusFunction(A=71767490.0, b=1.489, E=33.12, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(105) = S(954),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(944) = S(954),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(252) = S(287),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=1.764, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(37) + S(398) = S(311),"SimpleRate(k=ArrheniusFunction(A=9507.787, b=2.519, E=10.398, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(398) = S(287),"SimpleRate(k=ArrheniusFunction(A=2575620.0, b=1.634, E=73.918, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C3H3O(262) = S(477),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(398) = S(477),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(398) = S(978),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(398) = S(976),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=28.668, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(398) = S(972),"SimpleRate(k=ArrheniusFunction(A=6.95187e+18, b=-1.628, E=30.142, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H2O(339) = C2H3O(348),"SimpleRate(k=ArrheniusFunction(A=1987307000.0, b=1.43, E=6.051, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H2O(339) = C2H3O(571),"SimpleRate(k=ArrheniusFunction(A=230045800.0, b=1.61, E=2.627, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CHO(446) = CH2O(748),"SimpleRate(k=ArrheniusFunction(A=46800000000.0, b=0.0, E=-4.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C2H2O(339) = S(398),"SimpleRate(k=ArrheniusFunction(A=423770.2, b=2.133, E=7.883, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C2H3O(571) = S(978),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H3(38) = S(1045),"SimpleRate(k=ArrheniusFunction(A=214111000000000.0, b=-0.501, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C3H3(38) = S(1044),"SimpleRate(k=ArrheniusFunction(A=246571000000000.0, b=-0.462, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + CHO(446) = S(1043),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(96) = S(835),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(105) = S(835),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(358) = S(337),"SimpleRate(k=ArrheniusFunction(A=372000000.0, b=1.477, E=1.61, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6(12) = C5H7O(97),"SimpleRate(k=ArrheniusFunction(A=2826500.0, b=1.92, E=0.858, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(97) = C5H8O(90),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(97) = C5H8O(89),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(97) = S(1106),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H7O(97) = S(1105),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(182) = S(106),"SimpleRate(k=ArrheniusFunction(A=60500000000.0, b=0.34, E=26.293, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(182) = S(1124),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=16.352, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(339) + C3H5O(340) = S(312),"SimpleRate(k=ArrheniusFunction(A=5877670.0, b=1.679, E=9.942, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H4O(267) = C3H5O(340),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(446) + C2H4(37) = C3H5O(340),"SimpleRate(k=ArrheniusFunction(A=2226.087, b=2.533, E=5.301, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(159) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=616370000.0, b=1.3, E=41.15, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(159) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=734000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(90) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=17784000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H8O(89) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(159) = C5H9O(165),"SimpleRate(k=ArrheniusFunction(A=616370000.0, b=1.3, E=41.15, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(165) = C5H9O(159),"SimpleRate(k=ArrheniusFunction(A=734000.0, b=2.24, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H9O(165) = S(1152),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(166) = C5H9O(159),"SimpleRate(k=ArrheniusFunction(A=143535000.0, b=1.489, E=33.12, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(165) = C5H9O(166),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(825) = S(816),"SimpleRate(k=ArrheniusFunction(A=0.468078, b=3.387, E=8.929, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CO2(1155) + C4H7(1156) = S(825),"SimpleRate(k=ArrheniusFunction(A=8040000.0, b=1.68, E=12.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H7(1156) = C4H7(1162),"SimpleRate(k=ArrheniusFunction(A=632000000.0, b=0.97, E=8.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H8O(88) = S(244),"SimpleRate(k=ArrheniusFunction(A=931235700.0, b=1.015, E=-1.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6O(22) = S(104),"SimpleRate(k=ArrheniusFunction(A=39700000.0, b=1.88, E=7.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(833) = C5H7O(836),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.146, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(21) + C5H6(12) = C5H7O(98),"SimpleRate(k=ArrheniusFunction(A=3798384.0, b=1.947, E=3.388, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
