eq,rate
C5H7O(28) = C5H7O(378),"SimpleRate(k=ArrheniusFunction(A=484627.7, b=1.705, E=21.325, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(378) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=961179100.0, b=0.593, E=75.727, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(61) = C5H7O(10),"SimpleRate(k=ArrheniusFunction(A=315594.4, b=1.732, E=9.135, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(61) = C5H7O(59),"SimpleRate(k=ArrheniusFunction(A=60400000000.0, b=0.59, E=32.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(61) = C5H7O(60),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4(64) + C3H3O(376) = C5H7O(28),"SimpleRate(k=ArrheniusFunction(A=28600.0, b=2.41, E=1.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(216) = C5H7O3(89),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=34.552, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(24) = S(216),"SimpleRate(k=ArrheniusFunction(A=19.1057, b=3.201, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(216) = S(114),"SimpleRate(k=ArrheniusFunction(A=2960.0, b=2.11, E=20.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(14) = C5H7O(22),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=49.42, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(360) = C5H7O(22),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=30.218, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(54) = S(551),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(9) = C5H8O(95),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(33) = C5H8O(95),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(45) = C5H8O(95),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(46) = C5H8O(95),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(31) = C5H7O(221),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=44.398, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(121) = C5H7O3(26),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(119) = S(121),"SimpleRate(k=ArrheniusFunction(A=4638464000.0, b=0.824, E=26.37, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(810) = S(121),"SimpleRate(k=ArrheniusFunction(A=12800000.0, b=1.56, E=30.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(121) = S(122),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(31) = C5H7O(222),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=44.437, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(128) = S(937),"SimpleRate(k=ArrheniusFunction(A=117000000000.0, b=0.43, E=15.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C3H3O(376) = S(1131),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C3H5(363) = S(1080),"SimpleRate(k=ArrheniusFunction(A=125730800000000.0, b=-0.212, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C2H3O(385) = S(990),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + CHO(437) = CH2O2(989),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + CHO(437) = CH2O3(988),"SimpleRate(k=ArrheniusFunction(A=106477000000.0, b=0.348, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CH2O3(988) = HO(82) + CH2O2(989),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CHO(437) = CH2O(987),"SimpleRate(k=ArrheniusFunction(A=46800000000.0, b=0.0, E=-4.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + CHO(437) = CHO3(986),"SimpleRate(k=ArrheniusFunction(A=7000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + CHO3(986) = CH2O3(988),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(49) = C5H7O(419),"SimpleRate(k=ArrheniusFunction(A=2561590.0, b=1.466, E=27.333, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(419) = C5H7O(123),"SimpleRate(k=ArrheniusFunction(A=5.4e-20, b=9.13, E=26.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(238) = C5H7O(38),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=12.521, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(37) = C5H7O(238),"SimpleRate(k=ArrheniusFunction(A=2.29992e-11, b=6.414, E=14.06, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C2H3O(385) = S(943),"SimpleRate(k=ArrheniusFunction(A=203262000000.0, b=0.353, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(943) = HO2(77) + C2H2O(362),"SimpleRate(k=ArrheniusFunction(A=95817400000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(126) = C5H7O(27),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(128) = HO2(77) + C5H6O(126),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.01, E=29.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(198) = C5H7O(48),"SimpleRate(k=ArrheniusFunction(A=1.33004e+45, b=-9.376, E=49.007, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(49) = C5H7O(198),"SimpleRate(k=ArrheniusFunction(A=5445980000.0, b=0.677, E=38.494, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(416) = HO(82) + S(580),"SimpleRate(k=ArrheniusFunction(A=19000000.0, b=1.1, E=15.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(247) = HO(82) + S(580),"SimpleRate(k=ArrheniusFunction(A=2.301204e-19, b=9.037, E=15.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(416) = S(577),"SimpleRate(k=ArrheniusFunction(A=397919.6, b=1.695, E=15.39, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(636) = S(577),"SimpleRate(k=ArrheniusFunction(A=397919.6, b=1.695, E=15.39, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(577) = HO(82) + S(580),"SimpleRate(k=ArrheniusFunction(A=3797722000.0, b=0.97, E=36.075, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(416) = S(576),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=17.057, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(342) = C5H7O3(84),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=34.891, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(114) = S(342),"SimpleRate(k=ArrheniusFunction(A=17880000.0, b=1.26, E=18.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(342) = S(216),"SimpleRate(k=ArrheniusFunction(A=616370000.0, b=1.3, E=41.15, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(375) = C5H7O(28),"SimpleRate(k=ArrheniusFunction(A=162000000.0, b=1.64, E=2.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(379) = HO2(77) + C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(375) = C5H7O(49),"SimpleRate(k=ArrheniusFunction(A=7824176.0, b=1.936, E=3.04, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(375) = C5H7O(44),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(427) = HO2(77) + C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(439) = HO2(77) + C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(375) = C5H7O(167),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(375) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=231000000.0, b=1.64, E=-0.47, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(53) = C5H7O(11),"SimpleRate(k=ArrheniusFunction(A=231548700.0, b=1.13, E=33.52, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(52) = C5H7O(53),"SimpleRate(k=ArrheniusFunction(A=39600000000.0, b=0.83, E=61.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(53) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=11000000000.0, b=0.78, E=31.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(53) = C5H8O(96),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(54) = C5H7O(53),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(811) = C5H7O3(80),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=17.045, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(43) = S(811),"SimpleRate(k=ArrheniusFunction(A=300000000.0, b=1.23, E=36.85, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(811) = S(134),"SimpleRate(k=ArrheniusFunction(A=12800000.0, b=1.56, E=30.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(43) = HO(82) + S(132),"SimpleRate(k=ArrheniusFunction(A=300000000.0, b=1.23, E=36.85, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(134) = HO(82) + S(132),"SimpleRate(k=ArrheniusFunction(A=19000000000.0, b=0.87, E=34.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + S(132) = S(811),"SimpleRate(k=ArrheniusFunction(A=32300.0, b=2.98, E=51.225, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(364) = S(644),"SimpleRate(k=ArrheniusFunction(A=8094.17, b=1.493, E=5.066, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(206) = HO(82) + S(1035),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(45) = S(237),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(237) = HO2(77) + C5H6O(23),"SimpleRate(k=ArrheniusFunction(A=6380000000000.0, b=0.0, E=29.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C3H5(363) = C3H6(1077),"SimpleRate(k=ArrheniusFunction(A=58400000000000.0, b=0.18, E=0.124, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(956) = HO2(77) + C3H4(384),"SimpleRate(k=ArrheniusFunction(A=3630000000.0, b=1.11, E=42.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C3H5(363) = S(956),"SimpleRate(k=ArrheniusFunction(A=14528880.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(378) = S(1108),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(378) = S(1107),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(236) = C5H7O(45),"SimpleRate(k=ArrheniusFunction(A=96000000000.0, b=0.2, E=0.407, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(20) = C5H7O(236),"SimpleRate(k=ArrheniusFunction(A=2468000.0, b=1.554, E=26.636, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(62) = S(158),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=17.308, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(138) = S(979),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(55) = S(153),"SimpleRate(k=ArrheniusFunction(A=5290000000.0, b=0.75, E=24.82, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(39) = S(153),"SimpleRate(k=ArrheniusFunction(A=336.2431, b=2.89, E=9.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(153) = S(154),"SimpleRate(k=ArrheniusFunction(A=1.375346, b=3.942, E=28.04, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C3H3O(376) = S(1130),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C#C(443) = C3H3O(376),"SimpleRate(k=ArrheniusFunction(A=46462670.0, b=1.52, E=6.566, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C#C(443) + C3H5O(444) = C5H7O(29),"SimpleRate(k=ArrheniusFunction(A=13600.0, b=2.41, E=6.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C2H4(64) = C3H5O(444),"SimpleRate(k=ArrheniusFunction(A=2226.087, b=2.533, E=5.301, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(138) = S(978),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(978) = HO2(77) + C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=2475900.0, b=1.829, E=24.247, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(414) = C5H7O(34),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=14.789, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(76) = S(186),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(43) = S(136),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H7O(15) = S(136),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(134) = S(136),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + S(811) = S(136),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(68) = S(919),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(360) = S(911),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(32) = S(909),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(46) = S(908),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(54) = S(896),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(42) = S(893),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(20) = S(892),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(36) = S(890),"SimpleRate(k=ArrheniusFunction(A=154000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(50) = S(889),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(29) = S(887),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(10) = S(826),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(383) = C5H7O(37),"SimpleRate(k=ArrheniusFunction(A=125500000000.0, b=1.005, E=3.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(383) = C5H7O(29),"SimpleRate(k=ArrheniusFunction(A=22760000000.0, b=1.103, E=4.911, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(383) = C5H7O(414),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(21) = S(875),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(11) = S(825),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(9) = S(824),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(15) = S(823),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(5) = S(822),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(14) = S(821),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(2) = S(818),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(374) = S(408),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(434) = C5H7O(44),"SimpleRate(k=ArrheniusFunction(A=1453883.0, b=1.705, E=21.325, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(434) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(58) = C5H7O(10),"SimpleRate(k=ArrheniusFunction(A=5.4e-20, b=9.13, E=26.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(58) = C5H7O(59),"SimpleRate(k=ArrheniusFunction(A=141000000.0, b=1.52, E=38.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(60) = C5H7O(58),"SimpleRate(k=ArrheniusFunction(A=3320000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
