eq,rate
C2H3(425) + C2H3(425) = C4H6(436),"SimpleRate(k=ArrheniusFunction(A=36150000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H3O(65) = C5H6O(57),"SimpleRate(k=ArrheniusFunction(A=3.53586e+16, b=-1.003, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C2H3(425) = C2H4(64),"SimpleRate(k=ArrheniusFunction(A=121000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C2H3O(385) = S(1080),"SimpleRate(k=ArrheniusFunction(A=808049000000000.0, b=-0.685, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H3O(376) = C5H6O(375),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C#C(443) = C2H3(425),"SimpleRate(k=ArrheniusFunction(A=1030000000.0, b=1.64, E=2.11, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H4O(424) = C5H7O(558),"SimpleRate(k=ArrheniusFunction(A=8020.126, b=2.41, E=2.097, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H5O(444) = C5H8O(365),"SimpleRate(k=ArrheniusFunction(A=3.18795e+16, b=-1.177, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(425) + C3H4O(424) = S(1702),"SimpleRate(k=ArrheniusFunction(A=2339949000.0, b=0.573, E=13.916, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(437) + C2H3(425) = C3H4O(424),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(401) = S(1892),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=2.432, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(401) = S(1891),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(630) = S(226),"SimpleRate(k=ArrheniusFunction(A=1372270.0, b=1.567, E=14.049, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(630) = C5H7O3(86),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=36.691, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(224) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=1242490000.0, b=0.717, E=0.072, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(224) = S(1702),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(551) = S(1149),"SimpleRate(k=ArrheniusFunction(A=397919.6, b=1.695, E=15.39, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(44) = C5H7O(431),"SimpleRate(k=ArrheniusFunction(A=2561590.0, b=1.466, E=29.475, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(50) = C5H8O(460),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(50) = C5H8O(459),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(385) + C3H5(363) = C5H8O(459),"SimpleRate(k=ArrheniusFunction(A=27349000000000.0, b=-0.264, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(422) = C5H7O(49),"SimpleRate(k=ArrheniusFunction(A=136000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(422) = C5H7O(167),"SimpleRate(k=ArrheniusFunction(A=14480000000.0, b=0.82, E=37.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(223) = C5H7O(422),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(225) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=89237790.0, b=1.663, E=2.246, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(225) = C5H7O(30),"SimpleRate(k=ArrheniusFunction(A=25219320.0, b=1.792, E=0.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(226) = HO2(77) + C5H6O(225),"SimpleRate(k=ArrheniusFunction(A=95817400000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(248) = HO2(77) + C5H6O(225),"SimpleRate(k=ArrheniusFunction(A=80040560000.0, b=0.563, E=29.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(48) = C5H7O(201),"SimpleRate(k=ArrheniusFunction(A=569000000.0, b=0.97, E=35.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(489) = C5H7O(201),"SimpleRate(k=ArrheniusFunction(A=1.33004e+45, b=-9.376, E=53.328, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(40) = C5H7O(201),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=21.217, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(81) = C5H7O3(19),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O3(81) = S(100),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(81) = C5H7O3(80),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(10) = C5H8O(97),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(59) = C5H8O(97),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(60) = C5H8O(97),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(61) = C5H8O(97),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(58) = C5H8O(97),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1268) = C5H7O(238),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(414) = S(1268),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=18.049, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1264) = C5H7O(238),"SimpleRate(k=ArrheniusFunction(A=2.29992e-11, b=6.414, E=27.641, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(445) = S(1807),"SimpleRate(k=ArrheniusFunction(A=239100000000.0, b=0.287, E=15.704, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(646) = S(805),"SimpleRate(k=ArrheniusFunction(A=46663.9, b=1.985, E=19.4, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(361) = C5H7O(21),"SimpleRate(k=ArrheniusFunction(A=230045800.0, b=1.61, E=2.627, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(361) = C5H7O(49),"SimpleRate(k=ArrheniusFunction(A=4582118000000.0, b=0.596, E=7.662, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(427) = HO2(77) + C5H6O(361),"SimpleRate(k=ArrheniusFunction(A=95817400000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(364) = HO2(77) + C5H6O(361),"SimpleRate(k=ArrheniusFunction(A=80040560000.0, b=0.563, E=30.376, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(44) = C5H8O(440),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(138) = C5H8O(440),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(434) = C5H8O(440),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(72) = C5H7O(16),"SimpleRate(k=ArrheniusFunction(A=552521800.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(76) = HO2(77) + C5H6O(72),"SimpleRate(k=ArrheniusFunction(A=506000000.0, b=1.19, E=29.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(72) = C5H7O(73),"SimpleRate(k=ArrheniusFunction(A=7884279000.0, b=1.258, E=1.214, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(27) = C5H8O(129),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(107) = C5H8O(129),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(42) = S(531),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(217) = S(531),"SimpleRate(k=ArrheniusFunction(A=46.1, b=3.21, E=14.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(139) = C5H7O(52),"SimpleRate(k=ArrheniusFunction(A=276260900.0, b=1.496, E=2.921, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(139) = C5H7O(51),"SimpleRate(k=ArrheniusFunction(A=19201310.0, b=1.871, E=1.544, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(147) = HO2(77) + C5H6O(139),"SimpleRate(k=ArrheniusFunction(A=10054540000000.0, b=-0.007, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(214) = HO2(77) + C5H6O(139),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(551) = S(1148),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=21.688, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(217) = HO(82) + S(1846),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=7.733, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(470) = S(427),"SimpleRate(k=ArrheniusFunction(A=67170.59, b=1.778, E=9.987, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(470) = S(206),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=1.188, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H5O(444) = S(1460),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=24.861, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(404) = C5H7O(374),"SimpleRate(k=ArrheniusFunction(A=20108.5, b=2.606, E=29.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(406) = C5H7O(404),"SimpleRate(k=ArrheniusFunction(A=72500000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(44) = C5H7O(435),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=35.822, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(558) = C5H7O(435),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=22.625, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(405) = C5H7O(374),"SimpleRate(k=ArrheniusFunction(A=774568200.0, b=1.384, E=38.067, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(406) = C5H7O(405),"SimpleRate(k=ArrheniusFunction(A=1.445857, b=3.077, E=15.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(404) = C5H7O(405),"SimpleRate(k=ArrheniusFunction(A=8182798000.0, b=0.723, E=33.967, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(348) = C5H7O(67),"SimpleRate(k=ArrheniusFunction(A=10000000.0, b=1.34, E=32.264, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(348) = C5H7O(28),"SimpleRate(k=ArrheniusFunction(A=2304000000.0, b=1.24, E=36.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(348) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=26632890000.0, b=0.993, E=37.686, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(348) = C5H7O(378),"SimpleRate(k=ArrheniusFunction(A=4969748000.0, b=0.933, E=35.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(348) = C5H8O(380),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(49) = C5H8O(428),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(167) = C5H8O(428),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(223) = C5H8O(428),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(422) = C5H8O(428),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(605) = C5H7O(123),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(605) = C5H7O(419),"SimpleRate(k=ArrheniusFunction(A=3320000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(41) = C5H7O(189),"SimpleRate(k=ArrheniusFunction(A=53821900000000.0, b=-0.337, E=33.08, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(162) = HO(82) + S(750),"SimpleRate(k=ArrheniusFunction(A=331000000000.0, b=0.0, E=18.408, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(27) = C5H7O(127),"SimpleRate(k=ArrheniusFunction(A=616370000.0, b=1.3, E=41.15, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(126) = C5H7O(127),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(418) = C5H7O(127),"SimpleRate(k=ArrheniusFunction(A=6139.0, b=2.034, E=14.341, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(127) = C5H7O(107),"SimpleRate(k=ArrheniusFunction(A=15339890000.0, b=0.769, E=40.287, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(127) = C5H8O(129),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(374) = C5H7O(397),"SimpleRate(k=ArrheniusFunction(A=105000000.0, b=1.192, E=33.466, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(680) = C5H7O(360),"SimpleRate(k=ArrheniusFunction(A=72143350.0, b=1.667, E=2.586, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(680) = C5H7O(238),"SimpleRate(k=ArrheniusFunction(A=39700000.0, b=1.88, E=7.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C2H3(425) = S(2028),"SimpleRate(k=ArrheniusFunction(A=6000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(76) = S(182),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=21.774, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(606) = S(1086),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(606) = S(1082),"SimpleRate(k=ArrheniusFunction(A=126000000000.0, b=0.16, E=18.148, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(20) = C5H8O(494),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(213) = C5H8O(494),"SimpleRate(k=ArrheniusFunction(A=8.15666e+18, b=-1.493, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H7O(1) = S(817),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(171) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=3300000000.0, b=1.48, E=0.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H6O(171) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=941000000.0, b=1.57, E=1.3, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(173) = HO2(77) + C5H6O(171),"SimpleRate(k=ArrheniusFunction(A=80040560000.0, b=0.563, E=29.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(226) = HO2(77) + C5H6O(171),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(374) = C5H8O(410),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(406) = C5H8O(410),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(404) = C5H8O(410),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(405) = C5H8O(410),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(770) = S(386),"SimpleRate(k=ArrheniusFunction(A=564.4919, b=2.196, E=14.514, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(770) = S(810),"SimpleRate(k=ArrheniusFunction(A=160000000000.0, b=0.27, E=1.014, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(770) = S(769),"SimpleRate(k=ArrheniusFunction(A=791180.1, b=2.193, E=37.494, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(770) = HO(82) + S(132),"SimpleRate(k=ArrheniusFunction(A=36306610000.0, b=0.0, E=13.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H6(170) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=2826500.0, b=1.92, E=0.858, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + C5H6(170) = C5H7O(31),"SimpleRate(k=ArrheniusFunction(A=3798384.0, b=1.947, E=3.388, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + HO2(77) = OO(290),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(82) + HO(82) = OO(290),"SimpleRate(k=ArrheniusFunction(A=7850000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(379) = S(388),"SimpleRate(k=ArrheniusFunction(A=1130000000.0, b=0.19, E=18.042, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(77) + C5H6O(126) = S(1285),"SimpleRate(k=ArrheniusFunction(A=46.2, b=3.09, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(574) = S(1285),"SimpleRate(k=ArrheniusFunction(A=65100000000.0, b=0.25, E=14.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1285) = HO(82) + S(780),"SimpleRate(k=ArrheniusFunction(A=136000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(8) + C5H7O(36) = C5H8O(484),"SimpleRate(k=ArrheniusFunction(A=32519600000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(86) = HO(82) + S(1919),"SimpleRate(k=ArrheniusFunction(A=204000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
